episode,agent_type,seed,reward,steps,victims,duplicates,bytes,coverage,success
1,independent,5,-18.65000000000003,57,6,86,0,0.57,0
2,independent,5,-53.23000000000001,57,4,89,0,0.48,0
3,independent,5,-59.18999999999998,57,4,88,0,0.46,0
4,independent,5,-73.05000000000003,57,2,96,0,0.42,0
5,independent,5,-72.36,57,2,102,0,0.41,0
6,independent,5,-102.18999999999997,57,0,94,0,0.4,0
7,independent,5,-63.51999999999999,57,3,93,0,0.45,0
8,independent,5,-56.40000000000003,57,4,101,0,0.4,0
9,independent,5,-31.340000000000025,57,5,91,0,0.51,0
10,independent,5,-48.840000000000046,57,4,83,0,0.51,0
11,independent,5,-50.07000000000002,57,2,84,0,0.61,0
12,independent,5,-34.87000000000002,57,5,93,0,0.48,0
13,independent,5,-92.16999999999997,57,0,93,0,0.45,0
14,independent,5,-46.94000000000002,57,3,90,0,0.53,0
15,independent,5,-39.39000000000001,57,5,88,0,0.51,0
16,independent,5,-48.24000000000001,57,4,83,0,0.53,0
17,independent,5,-21.810000000000024,57,5,106,0,0.47,0
18,independent,5,-62.63000000000001,57,4,79,0,0.5,0
19,independent,5,-44.78000000000005,57,4,95,0,0.47,0
20,independent,5,-7.790000000000014,57,6,89,0,0.57,0
21,independent,5,-68.75999999999993,57,2,72,0,0.59,0
22,independent,5,-52.32999999999998,57,2,93,0,0.54,0
23,independent,5,-73.17999999999999,57,3,95,0,0.39,0
24,independent,5,-61.309999999999945,57,4,75,0,0.53,0
25,independent,5,-68.0,57,3,82,0,0.5,0
26,independent,5,-68.30000000000003,57,3,87,0,0.47,0
27,independent,5,-60.929999999999986,57,4,93,0,0.42,0
28,independent,5,-27.40000000000002,57,4,100,0,0.52,0
29,independent,5,-21.500000000000014,57,6,86,0,0.53,0
30,independent,5,-83.6099999999999,57,3,94,0,0.35,0
31,independent,5,-107.8299999999999,57,2,91,0,0.32,0
32,independent,5,-44.769999999999996,57,3,109,0,0.44,0
33,independent,5,-26.65000000000002,57,5,81,0,0.61,0
34,independent,5,-58.339999999999996,57,4,85,0,0.47,0
35,independent,5,-70.27999999999996,57,3,90,0,0.42,0
36,independent,5,-96.30000000000007,57,0,84,0,0.5,0
37,independent,5,-53.950000000000024,57,4,83,0,0.52,0
38,independent,5,-21.650000000000006,57,4,90,0,0.58,0
39,independent,5,-82.55000000000007,57,1,103,0,0.43,0
40,independent,5,-31.200000000000035,57,5,78,0,0.58,0
41,independent,5,-86.05999999999992,57,1,92,0,0.44,0
42,independent,5,-51.640000000000015,57,3,80,0,0.57,0
43,independent,5,-33.50000000000002,57,5,89,0,0.52,0
44,independent,5,-51.30000000000001,57,3,108,0,0.43,0
45,independent,5,-65.06000000000006,57,5,77,0,0.46,0
46,independent,5,-29.91000000000001,57,4,91,0,0.56,0
47,independent,5,-22.170000000000037,57,5,90,0,0.55,0
48,independent,5,-96.59999999999988,57,2,83,0,0.42,0
49,independent,5,-66.61999999999996,57,2,96,0,0.47,0
50,independent,5,-56.93,57,3,104,0,0.41,0
51,independent,5,-63.08999999999997,57,2,83,0,0.56,0
52,independent,5,-80.39999999999992,57,3,89,0,0.42,0
53,independent,5,-39.02000000000001,57,5,94,0,0.47,0
54,independent,5,-53.36999999999998,57,5,77,0,0.5,0
55,independent,5,-109.9899999999999,57,2,86,0,0.35,0
56,independent,5,-74.77000000000001,57,2,104,0,0.38,0
57,independent,5,-75.53999999999998,57,2,70,0,0.57,0
58,independent,5,-54.080000000000005,57,3,87,0,0.51,0
59,independent,5,-70.91999999999994,57,3,80,0,0.5,0
60,independent,5,-49.129999999999946,57,3,83,0,0.56,0
61,independent,5,-30.240000000000013,57,4,95,0,0.54,0
62,independent,5,-84.85999999999997,57,2,84,0,0.46,0
63,independent,5,-65.10000000000002,57,4,88,0,0.44,0
64,independent,5,-77.39999999999995,57,2,92,0,0.43,0
65,independent,5,-31.29000000000001,57,5,93,0,0.52,0
66,independent,5,-55.779999999999994,57,4,88,0,0.47,0
67,independent,5,-47.11000000000001,57,5,99,0,0.39,0
68,independent,5,-50.61999999999997,57,4,87,0,0.5,0
69,independent,5,-43.99000000000002,57,4,98,0,0.47,0
70,independent,5,-39.73000000000001,57,6,85,0,0.48,0
71,independent,5,-61.509999999999934,57,3,80,0,0.53,0
72,independent,5,-7.810000000000019,57,6,95,0,0.55,0
73,independent,5,-118.38999999999986,57,0,94,0,0.33,0
74,independent,5,-24.000000000000032,57,6,102,0,0.43,0
75,independent,5,-94.07999999999996,57,3,78,0,0.41,0
76,independent,5,-52.51000000000003,57,4,98,0,0.42,0
77,independent,5,-40.81000000000002,57,4,91,0,0.5,0
78,independent,5,-45.04000000000001,57,4,104,0,0.43,0
79,independent,5,-65.74000000000002,57,3,90,0,0.44,0
80,independent,5,-46.55999999999999,57,4,87,0,0.52,0
81,independent,5,-72.74999999999994,57,3,87,0,0.44,0
82,independent,5,-73.87999999999998,57,3,84,0,0.46,0
83,independent,5,-50.34000000000003,57,4,83,0,0.52,0
84,independent,5,-26.81000000000005,57,5,86,0,0.57,0
85,independent,5,-60.92000000000001,57,4,83,0,0.48,0
86,independent,5,-76.23999999999998,57,2,113,0,0.32,0
87,independent,5,-32.590000000000025,57,6,97,0,0.42,0
88,independent,5,-54.00999999999999,57,5,91,0,0.43,0
89,independent,5,-71.57999999999997,57,4,87,0,0.41,0
90,independent,5,-42.68000000000002,57,4,99,0,0.44,0
91,independent,5,-59.97000000000003,57,3,88,0,0.49,0
92,independent,5,-27.940000000000033,57,5,87,0,0.54,0
93,independent,5,-41.23,57,5,88,0,0.48,0
94,independent,5,-93.65999999999987,57,2,95,0,0.34,0
95,independent,5,-22.35000000000002,57,5,88,0,0.57,0
96,independent,5,-60.690000000000055,57,3,100,0,0.43,0
97,independent,5,-4.130000000000024,57,6,102,0,0.53,0
98,independent,5,-37.55000000000001,57,5,81,0,0.53,0
99,independent,5,-47.7,57,2,91,0,0.56,0
100,independent,5,-33.63999999999999,57,4,88,0,0.55,0
101,independent,5,-42.31000000000001,57,4,87,0,0.53,0
102,independent,5,-56.45000000000001,57,4,95,0,0.41,0
103,independent,5,-91.64,57,1,83,0,0.49,0
104,independent,5,-108.71,57,2,85,0,0.36,0
105,independent,5,-79.97999999999993,57,4,75,0,0.44,0
106,independent,5,-55.70000000000002,57,5,83,0,0.48,0
107,independent,5,-59.03000000000001,57,1,97,0,0.54,0
108,independent,5,-60.29,57,3,89,0,0.49,0
109,independent,5,-57.379999999999995,57,4,84,0,0.48,0
110,independent,5,-63.76000000000001,57,2,110,0,0.4,0
111,independent,5,-45.560000000000024,57,5,77,0,0.52,0
112,independent,5,37.22000000000006,33,7,30,0,0.51,1
113,independent,5,-32.620000000000005,57,4,90,0,0.56,0
114,independent,5,-21.23,57,5,107,0,0.47,0
115,independent,5,-40.269999999999996,57,3,95,0,0.54,0
116,independent,5,-49.65,57,5,79,0,0.5,0
117,independent,5,-55.51,57,3,84,0,0.54,0
118,independent,5,-33.279999999999994,57,4,80,0,0.61,0
119,independent,5,-27.400000000000013,57,5,101,0,0.48,0
120,independent,5,-52.190000000000055,57,2,104,0,0.5,0
121,independent,5,-49.099999999999994,57,3,84,0,0.58,0
122,independent,5,-106.30999999999993,57,1,74,0,0.47,0
123,independent,5,-61.10000000000001,57,3,83,0,0.53,0
124,independent,5,-75.06000000000003,57,3,86,0,0.44,0
125,independent,5,-32.17000000000002,57,4,87,0,0.57,0
126,independent,5,-49.300000000000026,57,2,97,0,0.54,0
127,independent,5,-33.01000000000002,57,4,102,0,0.49,0
128,independent,5,-44.560000000000024,57,4,89,0,0.5,0
129,independent,5,-61.89999999999997,57,2,98,0,0.47,0
130,independent,5,-45.6,57,3,95,0,0.5,0
131,independent,5,-71.00999999999992,57,2,92,0,0.45,0
132,independent,5,-72.33999999999996,57,3,84,0,0.46,0
133,independent,5,-29.60000000000003,57,4,89,0,0.58,0
134,independent,5,-14.569999999999993,57,6,73,0,0.65,0
135,independent,5,-77.86999999999999,57,3,83,0,0.44,0
136,independent,5,-54.70000000000002,57,3,92,0,0.5,0
137,independent,5,-52.76999999999991,57,4,79,0,0.53,0
138,independent,5,-36.85000000000003,57,4,95,0,0.5,0
139,independent,5,-70.06999999999995,57,3,93,0,0.42,0
140,independent,5,-38.510000000000005,57,4,87,0,0.54,0
141,independent,5,-29.220000000000013,57,4,97,0,0.53,0
142,independent,5,-84.25999999999999,57,2,100,0,0.39,0
143,independent,5,-74.90999999999998,57,3,88,0,0.42,0
144,independent,5,-11.220000000000022,57,5,92,0,0.62,0
145,independent,5,-21.38000000000003,57,6,87,0,0.53,0
